AnnoScolastico;CodScuola;Gestione;Denominazione;Indirizzo;MunicipioScuola;NilScuola;Capienza;Numero_Classi;Alunni_Tot;Alunni_M;Alunni_F;Alunni_Resid;Alunni_NonResid;Alunni_NazNasc_Italia;Alunni_NazNasc_UE15;Alunni_NazNasc_UE_Nuovi;Alunni_NazNasc_Europa_Altri;Alunni_NazNasc_Africa;Alunni_NazNasc_AmericaNord;Alunni_NazNasc_AmericaCentroSud;Alunni_NazNasc_Asia;Alunni_NazNasc_Altro_NonDisp;Alunni_Cittad_Ita;Alunni_Cittad_Non_Ita;Alunni_Cittad_NonDisp
2016/2017;2070;Paritaria;REGINA CARMELI;VIA MONVISO 33;8;Sarpi (69);0;6;166;74;92;158;8;163;0;0;0;1;0;0;2;0;158;8;0
2016/2017;2236;statale;ALFREDO CAPPELLINI;VIA DE ROSSI GIOVANNI BATTISTA 2;8;Villapizzone (71);450;14;325;170;155;306;19;278;0;7;1;18;0;10;11;0;147;177;1
2016/2017;2216;Paritaria;CASA DEI BAMBINI MONTESSORI;VIA BARTOLINI LORENZO 46;8;Villapizzone (71);0;5;101;57;44;93;8;98;2;0;0;0;0;0;1;0;100;1;0
2016/2017;2231;statale;DANTE ALIGHIERI;VIA MAC MAHON 100;8;Villapizzone (71);125;10;242;124;118;231;11;223;0;1;2;6;0;4;6;0;155;87;0
2016/2017;2237;Paritaria;MARIA CONSOLATRICE;VIA AMPEZZO 8;8;Villapizzone (71);0;5;120;53;67;110;10;118;0;1;1;0;0;0;0;0;117;3;0
2016/2017;2235;statale;VITTORIO BACHELET;VIA MAGREGLIO 1;8;Villapizzone (71);275;10;209;96;113;196;13;184;1;0;4;4;0;4;12;0;120;89;0
2016/2017;2232;Paritaria;GIOVANNI XXIII;VIA DE PREDIS GIOVANNI AMBROGIO 8;8;Villapizzone (71);0;5;109;61;48;96;13;107;1;0;0;0;0;0;1;0;99;10;0
2016/2017;2229;statale;GOFFREDO MAMELI;VIA CONSOLE MARCELLO 9;8;Villapizzone (71);600;20;459;251;208;433;26;376;2;3;6;25;0;10;37;0;175;282;2
2016/2017;2230;statale;RINNOVATA PIZZIGONI;VIA CASTELLINO DA CASTELLO 10;8;Villapizzone (71);625;25;609;321;288;595;14;580;0;3;1;8;0;7;10;0;487;122;0
2016/2017;2239;statale;Pareto;VIA PARETO VILFREDO 26;8;Maggiore - Musocco (72);125;8;157;75;82;144;13;135;0;5;3;3;1;4;5;1;107;50;0
2016/2017;2240;Paritaria;FRANCESCANE DEL CUORE IMMACOLATO DI MARIA;VIA GAREGNANO 10;8;Maggiore - Musocco (72);0;5;104;58;46;95;9;103;0;0;0;0;0;1;0;0;100;4;0
2016/2017;2305;Paritaria;PASTOR ANGELICUS;VIA CITTADINI PIER FRANCESCO 5;8;Quarto Oggiaro (76);0;4;69;38;31;62;7;69;0;0;0;0;0;0;0;0;57;12;0
2016/2017;2243;statale;Graf;VIA GRAF ARTURO 70;8;Quarto Oggiaro (76);425;12;237;115;122;220;17;215;1;5;1;10;0;0;5;0;140;97;0
2016/2017;2242;statale;Trilussa;VIA TRILUSSA 10;8;Quarto Oggiaro (76);575;12;217;114;103;205;12;191;2;4;1;9;0;2;8;0;127;90;0
2016/2017;2227;statale;GIOVANNI GHERARDINI;VIA CITTADINI PIER FRANCESCO 9;8;Quarto Oggiaro (76);275;12;229;121;108;218;11;205;2;1;2;12;0;1;6;0;147;82;0
2016/2017;2228;statale;Val Lagarina;VIA VAL LAGARINA 44;8;Quarto Oggiaro (76);325;15;298;146;152;280;18;284;1;0;0;7;0;1;5;0;238;60;0
2016/2017;2078;Paritaria;SANTA GEMMA CALGANI;VIA BALDINUCCI FILIPPO 88;9;Bovisa (77);0;10;256;140;116;231;25;251;1;1;0;1;0;1;1;0;247;9;0
2016/2017;2077;statale;GIACOMO LEOPARDI;VLE BODIO LUIGI 22;9;Bovisa (77);600;22;475;240;235;449;26;389;2;6;4;42;0;14;17;1;214;261;0
2016/2017;2080;statale;MARIE CURIE;VIA GUICCIARDI DIEGO 1;9;Dergano (79);500;20;442;238;204;423;19;388;0;3;3;18;0;8;21;1;283;159;0
2016/2017;2245;Paritaria;MANDELLI ANDREA;VIA PAVONI LODOVICO 10;9;Dergano (79);0;10;256;150;106;224;32;251;0;1;0;0;2;1;1;0;252;4;0
2016/2017;2081;statale;RAFFAELLO LAMBRUSCHINI - CATERINA CYBO;VIA CRESPI BENIGNO 1;9;Dergano (79);425;16;318;161;157;292;26;243;0;0;2;35;0;9;29;0;110;208;0
2016/2017;2083;statale;FRANCESCO CARACCIOLO;VIA ISEO 7;9;Affori (80);375;18;391;192;199;370;21;350;2;2;1;21;0;6;9;0;243;148;0
2016/2017;2089;statale;DON ORIONE;VIA FABRIANO 4;9;Affori (80);275;16;341;166;175;320;21;318;3;2;2;7;1;4;4;0;261;80;0
2016/2017;2090;statale;ITALO CALVINO;VIA SCIALOIA VITTORIO 19;9;Affori (80);350;16;342;181;161;326;16;303;0;0;0;16;0;3;20;0;139;203;0
2016/2017;2082;statale;Gabbro;VIA GABBRO 6;9;Bovisasca (81);275;10;214;104;110;206;8;204;1;1;2;4;0;1;1;0;167;47;0
2016/2017;2086;statale;SORELLE AGAZZI;PZA GASPARRI PIETRO 6;9;Comasina (82);300;11;190;94;96;177;13;162;1;1;3;10;0;0;13;0;67;123;0
2016/2017;2088;Paritaria;COR JESU;VIA TEANO 21;9;Comasina (82);0;10;262;119;143;182;80;260;1;0;0;1;0;0;0;0;236;26;0
2016/2017;2084;statale;CESARE CANTU';VIA DEI BRASCHI 12;9;Bruzzano (83);275;14;307;172;135;286;21;283;1;0;6;8;0;4;5;0;205;101;1
2016/2017;2085;statale;ANNA FRANK;VIA DORA BALTEA 16;9;Bruzzano (83);350;14;313;165;148;285;28;300;0;1;2;4;0;3;2;1;251;62;0
2016/2017;2099;Paritaria;RICCI ACHILLE;VIA SBARBARO CAMILLO 11;9;Parco Nord (84);0;6;120;60;60;93;27;112;0;1;0;0;1;3;1;2;120;0;0
2016/2017;2027;Paritaria;MONTESSORI S.R.L;VIA MILAZZO 9;1;Brera (2);0;5;114;66;48;105;9;108;4;0;0;0;0;0;2;0;108;6;0
2016/2017;2015;Paritaria;ISTITUTO ZACCARIA;VIA DELLA COMMENDA 5;1;Guastalla (4);0;10;202;139;63;188;14;200;0;0;0;0;0;2;0;0;200;2;0
2016/2017;2021;statale;VINCENZO CUOCO;VIA CORRIDONI FILIPPO 34;1;Guastalla (4);425;17;383;192;191;369;14;375;1;1;1;0;2;1;2;0;364;19;0
2016/2017;2026;statale;SETTI CARRARO DALLA CHIESA;VIA PASSIONE 12;1;Guastalla (4);0;10;232;86;146;225;7;228;1;0;2;0;0;0;0;1;231;1;0
2016/2017;2150;Paritaria;SCUOLA EUROPA;VLE MAJNO LUIGI 39;1;Guastalla (4);0;7;111;52;59;87;24;104;1;0;3;1;0;2;0;0;105;6;0
2016/2017;2028;Paritaria;NUOVA EDUCAZIONE;VIA PACE 10;1;Guastalla (4);0;4;59;33;26;58;1;52;1;0;3;1;0;2;0;0;57;2;0
2016/2017;2017;Paritaria;ISTITUTO VITTORIA COLONNA;VIA CONSERVATORIO 4;1;Guastalla (4);0;7;123;55;68;113;10;118;2;0;1;0;1;0;0;1;114;9;0
2016/2017;2016;Paritaria;MADRE CABRINI;CSO DI PORTA ROMANA 105;1;Guastalla (4);0;6;119;58;61;108;11;117;0;0;0;0;0;1;1;0;115;4;0
2016/2017;2020;statale;CARLO PORTA - GAETANA AGNESI;VIA QUADRONNO 32;1;Vigentina (5);525;22;481;243;238;470;11;467;7;0;2;1;0;2;0;2;449;32;0
2016/2017;2018;Paritaria;SUORE MARCELLINE;VIA QUADRONNO 15;1;Vigentina (5);0;5;100;42;58;90;10;92;3;0;4;0;0;0;1;0;95;5;0
2016/2017;2063;statale;IACOPO BAROZZI;VIA BOCCONI FERDINANDO 17;5;Vigentina (5);425;21;482;265;217;459;23;462;2;2;2;2;0;7;5;0;458;24;0
2016/2017;2064;statale;GIUSEPPE PIOLTI DE BIANCHI - GASPARA STAMPA;VIA GENTILINO 14;5;Ticinese (6);300;11;230;110;120;220;10;216;0;1;1;3;1;2;6;0;193;37;0
2016/2017;2057;statale;PIETRO THOUAR - LUIGI GONZAGA;VIA BRUNACCI VINCENZO 2;5;Ticinese (6);400;15;330;151;179;321;9;308;6;1;4;5;1;1;4;0;262;68;0
2016/2017;2002;Paritaria;ISTITUTO GIACOMO LEOPARDI;VIA ARENA 13;1;Ticinese (6);0;10;188;95;93;164;24;179;5;0;2;0;1;1;0;0;178;10;0
2016/2017;2007;Paritaria;SUORE MARCELLINE;PZA TOMMASEO NICCOLO' 1;1;Magenta - S. Vittore (7);0;5;104;47;57;96;8;100;0;0;0;1;0;2;1;0;100;4;0
2016/2017;2008;statale;ELEONORA E FRATELLI RUFFINI;VIA FRATELLI RUFFINI 4;1;Magenta - S. Vittore (7);475;18;370;192;178;352;18;357;2;0;4;0;3;0;4;0;348;22;0
2016/2017;2006;Paritaria;COLLEGIO SAN CARLO;CSO MAGENTA 71;1;Magenta - S. Vittore (7);0;29;631;322;309;579;52;578;15;1;18;0;9;4;6;0;610;21;0
2016/2017;2025;statale;CONVITTO NAZIONALE LONGONE;VIA DEGLI OLIVETANI 9;1;Magenta - S. Vittore (7);0;5;97;54;43;84;13;95;1;0;1;0;0;0;0;0;95;2;0
2016/2017;2005;Paritaria;PIO ISTITUTO BUON PASTORE;VIA SAN VITTORE 29;1;Magenta - S. Vittore (7);0;5;83;44;39;75;8;78;3;0;0;0;0;1;1;0;73;10;0
2016/2017;2003;statale;ARIBERTO DA INTIMIANO - SANTA MADDALENA DI CANOSSA;VIA ARIBERTO DA INTIMIANO 14;1;Magenta - S. Vittore (7);550;21;472;261;211;464;8;450;5;2;0;1;4;3;7;0;432;39;1
2016/2017;2306;Paritaria;ISTITUTO SANT'AMBROGIO SALESIANO;VIA COPERNICO NICCOLO' 9;2;Centrale (10);0;5;140;84;56;126;14;137;0;0;0;0;0;2;1;0;137;3;0
2016/2017;2045;Paritaria;ISTITUTO GONZAGA;VIA VITRUVIO 41;2;Centrale (10);0;15;399;199;200;372;27;389;4;1;2;1;1;0;1;0;392;7;0
2016/2017;2037;statale;LUIGI GALVANI;VIA GALVANI LUIGI 7;2;Centrale (10);250;12;250;136;114;231;19;232;1;4;1;2;0;6;4;0;196;54;0
2016/2017;2032;statale;GOVONE - CONFALONIERI;VIA JACOPO DAL VERME 10;9;Isola (11);425;19;382;203;179;359;23;359;2;1;6;4;0;1;9;0;304;78;0
2016/2017;2317;Privata non paritaria;CANADIAN SCHOOL OF MILAN;VIA GIOIA MELCHIORRE 42;2;Isola (11);0;5;64;33;31;44;20;39;6;0;4;3;4;5;2;1;38;26;0
2016/2017;2035;Paritaria;MARIA CONSOLATRICE;VIA GIOIA MELCHIORRE 51;2;Isola (11);0;15;370;172;198;344;26;362;2;0;1;1;0;2;2;0;360;10;0
2016/2017;2041;statale;PIO MENOTTI - MURATORI;VIA MUZIO EMANUELE 5;2;Maciachini - Maggiolina (12);600;22;510;264;246;491;19;462;3;2;2;8;0;11;20;2;350;160;0
2016/2017;2043;statale;ARBE - ZARA;VLE ZARA 96;2;Maciachini - Maggiolina (12);475;20;468;237;231;457;11;444;0;2;4;8;0;1;9;0;399;69;0
2016/2017;2042;statale;LOCATELLI ANTONIO;VIA VEGLIA 80;9;Maciachini - Maggiolina (12);500;17;387;200;187;365;22;346;3;1;3;9;0;4;20;1;253;133;1
2016/2017;2096;statale;CARLO POERIO;VIA PIANELL SALVATORE 40;9;Greco (13);350;15;345;197;148;330;15;315;1;1;4;9;0;5;10;0;249;96;0
2016/2017;2040;statale;GIANNI RODARI;VIA BOTTELLI GIUSEPPE 1;2;Greco (13);225;10;223;123;100;207;16;195;1;2;1;6;0;2;16;0;141;82;0
2016/2017;2094;Paritaria;MARIA IMMACOLATA;VLE SUZZANI GIOVANNI 64;9;Niguarda - Cà Granda (14);0;6;122;64;58;111;11;119;0;0;0;0;0;1;2;0;114;8;0
2016/2017;2303;Paritaria;BES ELEMENTARY SCHOOL;VIA VAL CISMON 9;9;Niguarda - Cà Granda (14);0;13;304;165;139;250;54;288;7;1;2;0;2;2;2;0;299;5;0
2016/2017;2098;statale;DUCA DEGLI ABRUZZI;VIA CESARI ANTONIO 38;9;Niguarda - Cà Granda (14);500;22;478;248;230;460;18;466;1;2;2;1;0;3;3;0;451;27;0
2016/2017;2097;statale;VITTORIO LOCCHI;VIA PASSERINI GIAN BATTISTA 4;9;Niguarda - Cà Granda (14);350;16;329;162;167;305;24;306;3;3;2;8;0;5;2;0;238;91;0
2016/2017;2095;statale;GIAN BATTISTA PIRELLI;VIA GOFFREDO DA BUSSERO 9;9;Niguarda - Cà Granda (14);250;16;360;179;181;340;20;339;0;4;2;5;0;2;8;0;287;73;0
2016/2017;2091;statale;SANDRO PERTINI;VIA MANN THOMAS 8;9;Niguarda - Cà Granda (14);300;10;194;99;95;171;23;186;0;1;2;3;0;2;0;0;153;41;0
2016/2017;2000;statale;PAOLO E LARISSA PINI;VIA STEFANARDO DA VIMERCATE 14;2;Viale Monza (16);675;5;82;46;36;62;20;73;1;1;1;5;0;0;1;0;48;34;0
2016/2017;2104;statale;Sant'Uguzzone;VIA SANT' UGUZZONE 10;2;Viale Monza (16);125;8;166;95;71;152;14;149;1;2;1;4;0;1;8;0;120;46;0
2016/2017;2100;statale;Carnovali;VIA CARNOVALI GIOVANNI 19;2;Viale Monza (16);125;5;110;62;48;110;0;108;0;0;0;1;0;0;1;0;102;8;0
2016/2017;2101;statale;MARTIRI DI GORLA;VIA CESALPINO ANDREA 38;2;Viale Monza (16);300;21;478;243;235;448;30;423;2;0;2;25;1;8;16;1;285;191;2
2016/2017;2108;statale;FRANCESCO CRISPI;VIA SANT' ERLEMBALDO 4;2;Viale Monza (16);325;11;232;125;107;225;7;201;0;0;2;22;0;1;6;0;138;94;0
2016/2017;2105;statale;Mattei;VIA MATTEI GIANFRANCO 12;2;Viale Monza (16);350;18;415;200;215;393;22;382;0;3;3;8;0;6;13;0;327;88;0
2016/2017;2102;statale;VITTORIO BOTTEGO;VIA SAN MAMETE 11;2;Adriano (17);475;20;437;239;198;422;15;400;2;2;3;18;0;4;7;1;322;115;0
2016/2017;2134;statale;BRUNO MUNARI;VIA FELTRE 68;3;Parco Lambro - Cimiano (18);375;19;408;195;213;384;24;385;2;6;2;8;0;2;3;0;353;55;0
2016/2017;2132;Paritaria;MARIA MATER MEA;VIA PUSIANO 57;3;Parco Lambro - Cimiano (18);0;5;125;66;59;55;70;120;0;1;0;1;0;0;3;0;119;6;0
2016/2017;2302;Privata non paritaria;SIR JAMES HENDERSON SCHOOL;VIA PISANI DOSSI CARLO ALBERTO 16;3;Parco Lambro - Cimiano (18);0;15;213;105;108;121;92;110;34;9;13;4;8;4;27;4;138;75;0
2016/2017;2135;statale;ENRICO FERMI;VIA CARNIA 32;3;Parco Lambro - Cimiano (18);300;17;327;186;141;315;12;292;0;2;3;11;0;7;11;1;184;143;0
2016/2017;2106;statale;VINCENZO RUSSO - ELEONORA PIMENTEL;VIA RUSSO VINCENZO 27;2;Padova (19);425;16;393;214;179;366;27;307;0;1;2;33;0;13;37;0;135;258;0
2016/2017;2109;statale;GIANBATTISTA PERASSO;VIA BOTTEGO VITTORIO 4;2;Padova (19);500;17;384;206;178;359;25;318;3;2;9;17;0;13;21;1;203;181;0
2016/2017;2111;Paritaria;PREZIOSISSIMO SANGUE;VIA RICCARDI PADRE PLACIDO 5;2;Padova (19);0;10;257;137;120;196;61;249;0;1;1;1;0;2;2;1;234;23;0
2016/2017;2110;Paritaria;SAN GIUSEPPE;VIA DE LA SALLE SAN GIOVANNI 5;2;Padova (19);0;10;258;133;125;204;54;248;1;1;4;0;0;1;3;0;246;12;0
2016/2017;2107;statale;TEODORO CIRESOLA;VIA VENINI GIULIO E CORRADO 80;2;Loreto (20);400;15;340;173;167;316;24;311;1;0;1;7;0;7;13;0;231;109;0
2016/2017;2120;statale;TITO SPERI;VIA PORPORA NICOLA ANTONIO 11;3;Loreto (20);425;16;364;189;175;350;14;330;4;2;3;12;0;4;9;0;225;139;0
2016/2017;2112;statale;VERONICA GAMBARA;VLE BRIANZA 14;2;Loreto (20);500;15;349;184;165;341;8;327;0;0;4;4;1;2;11;0;298;51;0
2016/2017;2121;Paritaria;CASA DEI BAMBINI MONTESSORI;PZA SAN GEROLAMO 6;4;Loreto (20);0;5;115;59;56;86;29;113;0;0;0;0;0;0;2;0;115;0;0
2016/2017;2103;statale;CASA DEL SOLE;VIA GIACOSA GIUSEPPE 46;2;Loreto (20);600;24;566;282;284;540;26;478;2;0;3;35;0;14;34;0;267;299;0
2016/2017;2049;statale;CARLO PISACANE - CARLO POERIO;VIA PISACANE CARLO 9;3;Buenos Aires - Venezia (21);800;30;665;342;323;651;14;647;2;1;3;4;0;4;4;0;600;64;1
2016/2017;2048;statale;ANTONIO STOPPANI;VIA STOPPANI ANTONIO 1;3;Buenos Aires - Venezia (21);350;20;447;228;219;438;9;428;4;1;4;0;1;2;7;0;413;34;0
2016/2017;2047;statale;Bacone;VIA MATTEUCCI CARLO 3;3;Buenos Aires - Venezia (21);450;23;523;277;246;517;6;495;3;2;2;5;1;4;11;0;439;84;0
2016/2017;2046;statale;MARGHERITA DI SAVOIA - CARDINALE F. BORROMEO;VIA CASATI FELICE 6;3;Buenos Aires - Venezia (21);400;12;257;121;136;241;16;235;2;2;3;4;0;2;9;0;201;56;0
2016/2017;2125;Paritaria;ROSSELLO GIUSEPPA;VIA GOLDONI CARLO 68;3;Buenos Aires - Venezia (21);0;5;93;53;40;86;7;88;1;0;3;0;0;0;1;0;90;3;0
2016/2017;2126;statale;PIER FRANCO BONETTI;VIA TAJANI FILIPPO 12;3;Città Studi (22);300;10;191;113;78;173;18;166;0;1;2;7;0;7;8;0;134;57;0
2016/2017;2123;statale;NOLLI - ARQUATI;VLE ROMAGNA 16;3;Città Studi (22);600;22;486;254;232;476;10;449;3;1;7;7;0;12;7;0;413;73;0
2016/2017;2118;statale;LEONARDO DA VINCI;PZA LEONARDO DA VINCI 2;3;Città Studi (22);750;35;854;420;434;822;32;827;6;1;4;3;1;8;4;0;802;52;0
2016/2017;2246;statale;ANTONIO SCARPA;VIA CLERICETTI CELESTE 22;3;Città Studi (22);375;16;299;167;132;285;14;277;1;2;3;4;1;6;5;0;267;32;0
2016/2017;2127;Paritaria;RUDOLF STEINER;VIA CLERICETTI CELESTE 45;3;Città Studi (22);0;5;118;59;59;66;52;114;1;0;1;0;0;0;2;0;117;1;0
2016/2017;2116;Paritaria;SAN GIUSEPPE;VIA BAZZINI ANTONIO 10;3;Città Studi (22);0;5;94;45;49;85;9;84;0;0;2;1;0;5;2;0;89;5;0
2016/2017;2115;Paritaria;FAES MONFORTE - SCUOLA PRIMARIA FEMMINILE;VIA AMADEO GIAN ANTONIO 11;3;Città Studi (22);0;5;132;0;132;106;26;128;0;0;0;0;2;1;1;0;131;1;0
2016/2017;2034;Paritaria;FAES ARGONNE - SCUOLA PRIMARIA MASCHILE;VIA AMADEO GIAN ANTONIO 11;3;Città Studi (22);0;5;118;117;1;104;14;113;1;0;1;0;0;0;3;0;116;2;0
2016/2017;2248;Paritaria;LIBERA SCUOLA STEINERIANA;VIA PINI TOMMASO 1;3;Lambrate (23);0;5;106;58;48;53;53;100;2;0;1;0;0;1;1;1;104;2;0
2016/2017;2131;statale;ELSA MORANTE;VIA PINI TOMMASO 3;3;Lambrate (23);475;16;339;182;157;327;12;329;0;2;0;5;0;0;3;0;265;74;0
2016/2017;2130;statale;ENRICO TOTI;VIA CIMA CAMILLO E OTTO 15;3;Lambrate (23);200;6;130;62;68;124;6;110;3;2;0;7;0;2;6;0;88;42;0
2016/2017;2129;Paritaria;FONDAZIONE SACRO CUORE;VIA ROMBON 78;3;Lambrate (23);0;10;270;126;144;106;164;267;1;0;2;0;0;0;0;0;268;2;0
2016/2017;2113;Paritaria;MARIA CONSOLATRICE;VLE CORSICA 82;4;Corsica (25);0;10;211;117;94;173;38;208;0;0;0;0;0;2;1;0;210;1;0
2016/2017;2311;Privata non paritaria;ANDERSEN SCHOOL;VIA SAN MARTINO DON CARLO 8;4;Corsica (25);0;14;271;158;113;203;68;233;10;1;1;1;11;0;9;5;251;20;0
2016/2017;2114;statale;SALVATORE QUASIMODO;VIA CARDINALE MEZZOFANTI 25;4;Corsica (25);375;19;257;128;129;250;7;229;0;2;3;6;0;9;6;2;182;74;1
2016/2017;2052;statale;EMILIO MOROSINI - MARIA BEATRICE DI SAVOIA;VIA MOROSINI EMILIO 11;4;XXII Marzo (26);600;29;587;319;268;568;19;558;7;2;5;5;0;4;6;0;509;78;0
2016/2017;2119;statale;CINQUE GIORNATE;VLE MUGELLO 5;4;XXII Marzo (26);450;25;534;270;264;514;20;504;4;4;2;4;0;10;5;1;459;75;0
2016/2017;2053;Paritaria;MARIA AUSILIATRICE;VIA BONVESIN DE LA RIVA 12;4;XXII Marzo (26);0;10;213;106;107;192;21;206;1;0;2;1;0;2;1;0;208;5;0
2016/2017;2060;statale;G. Romano;VIA ROMANO GIULIO 2;5;Porta Romana (27);250;11;242;128;114;235;7;230;0;1;1;2;0;6;0;2;212;30;0
2016/2017;2056;Paritaria;SUORE MANTELLATE;VIA VASARI GIORGIO 16;4;Porta Romana (27);0;5;93;47;46;86;7;91;0;0;0;0;0;0;2;0;91;2;0
2016/2017;2055;statale;GIORDANO OTTOLINI - CRISTINA BELGIOIOSO;VIA COLLETTA PIETRO 49;4;Umbria - Molise (28);500;20;435;215;220;422;13;406;4;1;2;5;0;7;10;0;356;79;0
2016/2017;2054;statale;TOMMASO GROSSI;VIA MONTE VELINO 2;4;Ortomercato (29);625;15;331;187;144;296;35;259;0;19;5;29;0;4;14;1;131;199;1
2016/2017;2141;statale;SAN GIOVANNI BOSCO;VIA SORDELLO LUIGI 7;4;Mecenate (30);375;9;195;103;92;188;7;178;0;6;1;3;0;3;2;2;145;50;0
2016/2017;2140;statale;MADRE TERESA DI CALCUTTA;LGO GUERRIERI GONZAGA ANSELMO 4;4;Mecenate (30);225;7;149;73;76;143;6;143;0;0;1;2;0;1;2;0;98;50;1
2016/2017;2139;statale;Meleri;VIA MELERI GEREMIA 14;4;Mecenate (30);225;11;254;141;113;240;14;244;2;1;1;1;0;2;3;0;215;39;0
2016/2017;2138;statale;Decorati;VIA DECORATI AL VALOR CIVILE 10;4;Mecenate (30);250;10;232;114;118;224;8;208;1;5;0;9;0;3;6;0;189;43;0
2016/2017;2142;statale;Ucelli Di Nemi;VIA UCELLI DI NEMI GUIDO 54;4;Parco Monlué - Ponte Lambro (31);200;10;214;112;102;192;22;182;0;2;1;5;0;16;8;0;114;100;0
2016/2017;2154;statale;PASQUALE SOTTOCORNO;VIA MONTE PIANA 11;4;Rogoredo (33);350;18;442;235;207;429;13;409;1;2;6;9;0;6;9;0;336;106;0
2016/2017;2147;statale;FABIO FILZI;VIA RAVENNA 15;4;Lodi - Corvetto (35);300;11;182;103;79;165;17;133;0;12;2;20;0;1;14;0;66;114;2
2016/2017;2143;statale;MARCELLO CANDIA;VIA POLESINE 12;4;Lodi - Corvetto (35);325;15;343;160;183;302;41;279;2;4;4;23;1;11;19;0;147;195;1
2016/2017;2152;statale;RENZO PEZZANI;VIA MARTINENGO FRANCESCO 34;4;Lodi - Corvetto (35);500;18;419;206;213;404;15;386;4;3;5;4;0;3;14;0;293;126;0
2016/2017;2151;Paritaria;SAN VINCENZO REGINA MUNDI;VIA BONCOMPAGNI CARLO 18;4;Lodi - Corvetto (35);0;10;232;116;116;186;46;224;0;0;2;3;0;1;2;0;225;7;0
2016/2017;2159;Paritaria;A. LIMONTA - ISTITUTO CANOSSIANE;VIA TAGLIAMENTO 12;4;Lodi - Corvetto (35);0;5;105;52;53;95;10;101;0;0;1;0;0;1;2;0;99;6;0
2016/2017;2153;statale;Oglio;VIA OGLIO 20;4;Lodi - Corvetto (35);300;15;341;177;164;326;15;300;0;3;1;21;0;4;12;0;234;107;0
2016/2017;2304;Paritaria;ST.LOUIS SCHOOL;VIA CAVIGLIA ENRICO 1;4;Lodi - Corvetto (35);0;16;340;186;154;294;46;323;7;0;4;2;3;0;1;0;336;4;0
2016/2017;2144;statale;MARCELLO CANDIA;VIA VALLARSA 19;5;Scalo Romana (36);250;15;324;170;154;315;9;295;1;1;0;11;0;5;11;0;218;106;0
2016/2017;2315;Paritaria;KC LUDUM SCHOOL;VIA DEI FONTANILI 3;5;Ex OM - Morivione (37);0;5;63;34;29;43;20;52;1;0;1;1;2;2;4;0;56;7;0
2016/2017;2148;statale;Bognetti;VIA DEI BOGNETTI 15;5;Ex OM - Morivione (37);350;12;276;132;144;250;26;256;0;0;3;6;1;4;6;0;218;58;0
2016/2017;2156;statale;Wolf-Ferrari;VIA WOLF FERRARI ERMANNO 6;5;Ripamonti (38);425;24;557;274;283;520;37;534;3;4;4;5;0;3;4;0;475;81;1
2016/2017;2149;statale;DAMIANO CHIESA;VIA ANTONINI GIACOMO 50;5;Ripamonti (38);250;5;132;72;60;117;15;108;1;1;2;5;0;5;9;1;63;69;0
2016/2017;2164;statale;Arcadia;VIA DELL' ARCADIA 22;5;Gratosoglio - Ticinello (41);625;15;331;161;170;316;15;319;0;4;0;5;0;2;1;0;267;64;0
2016/2017;2163;statale;Feraboli;VIA FERABOLI ACHILLE 44;5;Gratosoglio - Ticinello (41);350;14;285;155;130;268;17;273;0;1;0;5;1;2;2;1;227;57;1
2016/2017;2165;statale;Baroni;VIA BARONI COSTANTINO 73;5;Gratosoglio - Ticinello (41);325;11;227;122;105;214;13;205;1;3;0;13;0;0;5;0;107;120;0
2016/2017;2309;Privata non paritaria;SCUOLA STEINERIANA COMETA;VIA BUSSOLA DIONIGI 9;6;Gratosoglio - Ticinello (41);0;5;96;42;54;69;27;92;1;0;0;2;0;1;0;0;96;0;0
2016/2017;2160;statale;CESARE BATTISTI;VIA PALMIERI NICOLA 24;5;Stadera (42);375;15;336;174;162;298;38;290;6;2;1;18;0;7;11;1;153;182;1
2017/2018;2024;statale;ARMANDO DIAZ;VIA CROCEFISSO 15;1;Duomo (1);375;19;423;214;209;409;14;404;2;2;6;3;1;2;3;0;401;22;0
2017/2018;2009;statale;LUIGI ROSSARI - ENRICHETTA CASTIGLIONI;VIA DELLA SPIGA 29;1;Duomo (1);250;8;162;81;81;142;20;144;3;0;3;0;0;5;6;1;118;43;1
2017/2018;2023;statale;EMILIO DE MARCHI;VIA SANT' ORSOLA 15;1;Duomo (1);400;16;326;170;156;312;14;303;10;0;4;5;0;3;1;0;295;31;0
2017/2018;2022;Paritaria;SUORE ORSOLINE DI SAN CARLO;VIA LANZONE 53;1;Duomo (1);0;11;276;134;142;257;19;265;4;0;3;2;0;1;1;0;272;4;0
2017/2018;2014;Privata non paritaria;SCUOLA GERMANICA;VIA LEGNANO 24;1;Brera (2);0;15;339;143;196;278;61;277;41;2;12;0;1;4;2;0;297;42;0
2017/2018;2036;statale;ALBERTO DA GIUSSANO;BST DI PORTA NUOVA 4;1;Brera (2);350;7;162;71;91;157;5;154;1;1;1;2;0;1;2;0;144;18;0
2017/2018;2010;statale;CICERI VISCONTI;VIA PALERMO 9;1;Brera (2);375;17;364;186;178;359;5;349;6;0;1;0;1;3;4;0;345;19;0
2017/2018;2029;Privata non paritaria;ASSOCIAZIONE SCUOLA SVIZZERA;VIA APPIANI ANDREA 21;1;Brera (2);0;6;141;75;66;122;19;122;2;0;11;1;0;3;2;0;131;10;0
